DEPTH,LCAL,GR,RHOM,APLU,Four_RT,Two_RT,One_RT,Four_RX,Two_RX,One_RX,DTCO,DTSH
4083.2532,8.6978,21.6928,2.4363,0.102,0.74968,0.74929,0.75026,0.77009,0.77019,0.77616,65.4038,104.2851
4083.1008,8.6839,21.3098,2.447,0.1049,0.74935,0.74812,0.74683,0.76958,0.76891,0.77286,65.5051,104.4152
4082.9484,8.6156,21.4231,2.4545,0.1099,0.74913,0.74701,0.74262,0.76918,0.7677,0.7683,65.7628,104.4089
4082.796,8.5822,20.8064,2.4556,0.1075,0.74904,0.74611,0.73852,0.76893,0.76672,0.76345,65.7671,105.6128
4082.6436,8.6352,19.5664,2.4528,0.0993,0.74908,0.74556,0.73539,0.76886,0.76612,0.75939,66.3781,106.7504
4082.4912,8.6487,18.888,2.4518,0.0959,0.74927,0.74549,0.73391,0.769,0.76604,0.757,66.2724,108.5217
4082.3388,8.6606,19.7048,2.4445,0.1015,0.74959,0.74596,0.73442,0.76936,0.76655,0.75681,66.3292,108.7493
4082.1864,8.6618,20.168,2.4281,0.1055,0.75004,0.74697,0.73685,0.76992,0.76765,0.75892,66.3799,108.4158
4082.034,8.6575,19.8362,2.4154,0.1153,0.75059,0.74844,0.74078,0.77065,0.76925,0.76299,66.2279,108.501
4081.8816,8.6339,20.4296,2.4281,0.1167,0.75122,0.75025,0.74556,0.77151,0.77119,0.76835,65.9634,108.4119
4081.7292,8.6439,26.3639,2.476,0.1104,0.75189,0.75221,0.75048,0.77243,0.77327,0.77413,65.2011,107.3693
4081.5768,8.773,40.8062,2.5455,0.0922,0.75257,0.75413,0.75485,0.77335,0.77525,0.77939,65.02,106.2764
4081.4244,8.8482,58.7723,2.6057,0.0888,0.75321,0.75585,0.75815,0.77418,0.77694,0.78333,64.4278,104.1957
4081.272,8.9303,79.4846,2.6352,0.0892,0.75381,0.75725,0.76015,0.77488,0.77818,0.78546,64.4498,103.7368
4081.1196,8.9559,83.9089,2.6295,0.106,0.75432,0.75826,0.76088,0.77537,0.77891,0.78567,64.7325,103.207
4080.9672,9.0112,72.1736,2.5839,0.1249,0.75474,0.75888,0.76061,0.77564,0.77911,0.7842,65.1831,103.1059
4080.8148,8.9679,48.8525,2.5416,0.1176,0.75505,0.75915,0.75973,0.77564,0.77885,0.78158,65.7251,102.9862
4080.6624,9.0167,31.5613,2.5283,0.1015,0.75527,0.75913,0.7587,0.7754,0.77823,0.77849,66.2456,104.3189
4080.51,9.0603,28.996,2.5343,0.0868,0.75537,0.75891,0.75793,0.77491,0.77736,0.77554,66.725,106.7706
4080.3576,9.0646,34.4952,2.5536,0.0718,0.75539,0.75854,0.75768,0.77421,0.77634,0.7732,66.9481,108.0399
4080.2052,9.0649,51.1028,2.5852,0.0641,0.7553,0.75807,0.758,0.77333,0.77525,0.7717,67.4248,109.5355
4080.0528,9.0622,77.0652,2.6329,0.0654,0.75514,0.7575,0.75873,0.77232,0.77412,0.77098,66.903,109.801
4079.9004,9.0572,104.0238,2.6803,0.0868,0.7549,0.75682,0.75954,0.77121,0.77297,0.77077,66.3887,109.7795
4079.748,9.0507,130.4329,2.7009,0.1039,0.7546,0.75603,0.75997,0.77006,0.77178,0.77067,65.6463,108.7762
4079.5956,9.0522,144.0037,2.698,0.1125,0.75426,0.75509,0.75964,0.76892,0.77053,0.77025,65.2008,107.3076
4079.4432,9.0442,147.2531,2.7252,0.1264,0.7539,0.75402,0.75827,0.76782,0.76923,0.76923,65.4782,106.4072
4079.2908,9.0368,125.7065,2.6765,0.1459,0.75354,0.75284,0.75589,0.76683,0.7679,0.7675,65.7371,106.997
4079.1384,9.0234,87.6085,2.6027,0.1597,0.75323,0.75162,0.7527,0.766,0.7666,0.76519,65.9853,107.0795
4078.986,9.0643,51.2795,2.5295,0.1491,0.75299,0.75045,0.74909,0.76536,0.76542,0.7626,66.1415,107.4009
4078.8336,9.0664,32.4749,2.5043,0.1217,0.75285,0.74943,0.7455,0.76496,0.76447,0.76009,66.3719,107.4717
4078.6812,9.0617,40.698,2.523,0.1011,0.75284,0.74868,0.74239,0.76483,0.76387,0.75803,66.3134,108.2153
4078.5288,9.0408,58.4494,2.5691,0.0995,0.75298,0.74831,0.74014,0.76501,0.76373,0.75669,66.1592,108.3987
4078.3764,9.0093,74.501,2.6128,0.0993,0.75327,0.7484,0.73906,0.76549,0.76412,0.75631,66.0254,109.0328
4078.224,9.0069,81.4137,2.6405,0.1051,0.75372,0.74897,0.73937,0.76626,0.76509,0.75704,65.9926,108.7957
4078.0716,9.0088,76.124,2.646,0.1133,0.75431,0.75002,0.74113,0.7673,0.76661,0.75897,66.1398,108.8056
4077.9192,9.0369,66.3334,2.6157,0.1319,0.755,0.75148,0.74425,0.76856,0.7686,0.76209,66.3568,109.3058
4077.7668,8.9599,61.0025,2.6049,0.129,0.75577,0.75321,0.74844,0.76998,0.77094,0.76624,66.2578,108.0458
4077.6144,8.9336,60.8893,2.6183,0.1149,0.75657,0.75507,0.75324,0.77149,0.77345,0.7711,66.6016,107.9356
4077.462,8.9117,70.7808,2.6333,0.1047,0.75736,0.75687,0.75807,0.77301,0.77595,0.7762,66.5932,107.3963
4077.3096,8.9087,80.8605,2.622,0.1166,0.75809,0.75843,0.7623,0.77448,0.77823,0.78097,66.4734,107.6488
4077.1572,9.0631,73.0973,2.5699,0.1435,0.75872,0.75958,0.76537,0.77583,0.78013,0.78482,66.3521,106.9005
4077.0048,8.9718,55.1436,2.5187,0.1404,0.75923,0.76024,0.7669,0.77702,0.78151,0.7873,66.2965,106.9118
4076.8524,8.878,30.9942,2.4952,0.1176,0.75961,0.76035,0.76672,0.77803,0.78234,0.78817,66.2704,107.2052
4076.7,8.8466,26.4878,2.4922,0.1002,0.75986,0.75996,0.76495,0.77886,0.78263,0.78744,66.015,107.1789
4076.5476,8.8371,25.6819,2.5005,0.1037,0.76,0.75917,0.76195,0.77953,0.78247,0.78539,65.9714,106.7378
4076.3952,8.8159,26.809,2.5055,0.113,0.76006,0.75813,0.75828,0.78008,0.78202,0.78249,65.8941,106.8704
4076.2428,8.8585,31.137,2.5106,0.1216,0.76006,0.75702,0.75453,0.78056,0.78147,0.77933,64.7877,106.9437
4076.0904,8.9713,36.1261,2.5279,0.1281,0.76006,0.75603,0.75129,0.78104,0.78101,0.77652,64.1878,106.7645
4075.938,8.9727,39.2289,2.5454,0.1267,0.76008,0.75534,0.74902,0.78157,0.78082,0.77458,64.6819,107.0387
4075.7856,8.9565,40.7091,2.5405,0.1168,0.76016,0.75506,0.74802,0.78219,0.78103,0.77388,64.1821,106.1408
4075.6332,8.9304,47.2499,2.5572,0.1052,0.76032,0.75527,0.74841,0.78294,0.78172,0.77459,63.9357,105.4808
4075.4808,8.8694,66.2678,2.5711,0.1074,0.76057,0.75597,0.75011,0.78383,0.78289,0.77665,63.2725,107.6454
4075.3284,8.8483,73.2543,2.5791,0.1216,0.76089,0.75711,0.75288,0.78486,0.78449,0.77981,63.9491,107.0481
4075.176,8.8479,62.8012,2.5446,0.1195,0.76129,0.75861,0.75637,0.786,0.78641,0.78367,64.5666,108.256
4075.0236,8.8767,42.7415,2.5154,0.0999,0.76173,0.76032,0.76013,0.7872,0.7885,0.78778,65.3963,113.1766
4074.8712,8.8756,38.4825,2.4958,0.0824,0.76218,0.76209,0.76373,0.78841,0.7906,0.79167,66.5163,118.0417
4074.7188,8.8275,49.4825,2.5563,0.0791,0.76261,0.76378,0.76678,0.78957,0.79255,0.79496,66.5296,126.2994
