DEPTH,LCAL,GR,RHOM,APLC,APLU
4189.3236,11.5301,24.4021,2.4621,0.0553,0.0607
4189.1712,11.4663,24.1325,2.4224,0.0515,0.0561
4189.0188,11.3511,26.9475,2.4035,0.054,0.0586
4188.8664,11.1675,31.0014,2.3931,0.0598,0.0647
4188.714,10.8905,36.4852,2.4056,0.0652,0.0702
4188.5616,10.3935,44.1134,2.45,0.0716,0.0769
4188.4092,9.8928,50.7511,2.4603,0.0723,0.0786
4188.2568,9.5149,50.9195,2.4681,0.0781,0.0855
4188.1044,9.5402,44.1553,2.5046,0.0844,0.0925
4187.952,9.7522,37.4504,2.5251,0.0917,0.1014
4187.7996,10.312,35.6531,2.5255,0.0843,0.0947
4187.6472,10.5533,37.8772,2.5217,0.0733,0.0838
4187.4948,10.7474,41.9117,2.5383,0.0654,0.0758
4187.3424,10.7089,43.4173,2.5903,0.0697,0.0797
4187.19,10.3406,43.1733,2.5846,0.0836,0.0924
4187.0376,9.9458,42.2731,2.5108,0.0925,0.1006
4186.8852,9.8883,43.9651,2.4175,0.0909,0.0987
4186.7328,9.8739,39.8811,2.3991,0.0841,0.0916
4186.5804,9.8631,34.8777,2.4288,0.079,0.0856
4186.428,9.3596,28.6387,2.4972,0.0765,0.0829
4186.2756,9.4362,27.8329,2.5305,0.0713,0.077
4186.1232,9.4673,27.6104,2.5422,0.0668,0.0725
4185.9708,9.4879,27.3151,2.5606,0.0628,0.069
4185.8184,9.8478,26.9307,2.572,0.0618,0.069
4185.666,9.7716,26.7557,2.604,0.0646,0.0723
4185.5136,9.6362,25.8806,2.6171,0.063,0.0721
4185.3612,9.4643,26.1691,2.6184,0.0642,0.0724
4185.2088,9.2576,27.1132,2.5925,0.0659,0.0729
4185.0564,9.0188,28.7796,2.5843,0.0689,0.0754
4184.904,8.8034,28.5035,2.6312,0.0646,0.0704
4184.7516,8.5973,28.0226,2.6648,0.0624,0.0681
4184.5992,8.5894,27.1146,2.6518,0.0607,0.0659
4184.4468,8.9543,27.7673,2.67,0.062,0.0671
4184.2944,9.121,28.681,2.692,0.064,0.0689
4184.142,9.1164,29.2861,2.6882,0.0679,0.073
4183.9896,9.1875,31.0735,2.6659,0.0705,0.076
4183.8372,9.1134,30.8812,2.6088,0.0683,0.0744
4183.6848,9.1063,32.1138,2.5475,0.0678,0.0739
4183.5324,8.7899,28.7439,2.5473,0.0668,0.0727
4183.38,8.5646,28.6095,2.5666,0.0639,0.0696
4183.2276,8.5635,28.522,2.5767,0.0612,0.0665
4183.0752,8.5497,30.6297,2.6002,0.0644,0.0698
4182.9228,8.5364,30.1629,2.5988,0.0666,0.072
4182.7704,8.5373,29.5845,2.5609,0.0685,0.0744
4182.618,8.5367,27.2508,2.5297,0.0703,0.0763
4182.4656,8.5336,27.0705,2.5156,0.0699,0.0759
4182.3132,8.5306,26.7446,2.5311,0.0714,0.0777
4182.1608,8.5307,28.2968,2.5655,0.0686,0.0752
4182.0084,8.5468,27.2994,2.5545,0.0654,0.0722
4181.856,8.5768,26.7451,2.5353,0.0619,0.0687
4181.7036,8.5762,28.0516,2.5359,0.0588,0.0659
4181.5512,8.5756,29.7395,2.531,0.0568,0.0636
4181.3988,8.5462,31.3731,2.5126,0.0574,0.0644
4181.2464,8.5372,36.9156,2.5022,0.0563,0.0629
4181.094,8.5376,42.5315,2.4928,0.0544,0.0611
4180.9416,8.5377,44.1722,2.4939,0.0567,0.0627
4180.7892,8.5383,40.2084,2.5416,0.0644,0.0707
4180.6368,8.6198,33.7105,2.5723,0.0704,0.0767
4180.4844,9.0289,33.1695,2.5791,0.071,0.0778
4180.332,9.2318,31.6668,2.5836,0.0683,0.0752
4180.1796,9.2026,33.739,2.6595,0.0623,0.0698
4180.0272,8.8754,33.8645,2.6978,0.0571,0.0646
4179.8748,8.7736,33.3201,2.6666,0.0545,0.0619
4179.7224,9.1153,30.4863,2.6528,0.0542,0.0616
4179.57,9.1211,28.4372,2.6751,0.0599,0.0677
4179.4176,9.178,27.4171,2.6684,0.059,0.0666
4179.2652,9.2498,30.0534,2.5981,0.0598,0.0667
4179.1128,9.2167,30.6037,2.5382,0.0556,0.0621
4178.9604,9.1462,30.6374,2.5227,0.055,0.0609
4178.808,8.7715,30.4182,2.5434,0.0544,0.0596
4178.6556,8.8529,29.7582,2.535,0.0561,0.0614
4178.5032,8.8088,32.4966,2.5374,0.0564,0.0623
4178.3508,8.685,32.3216,2.5434,0.0602,0.066
4178.1984,8.6288,35.2387,2.5468,0.0589,0.0647
4178.046,8.6287,35.6404,2.5472,0.0558,0.0617
4177.8936,8.6174,35.5821,2.5486,0.054,0.0599
4177.7412,8.6104,36.0488,2.543,0.055,0.0602
4177.5888,8.6087,38.4877,2.5344,0.0545,0.0594
4177.4364,8.5974,40.103,2.5279,0.0534,0.0588
4177.284,8.597,39.2933,2.5204,0.0557,0.0613
4177.1316,8.5829,35.4609,2.5243,0.0583,0.0636
4176.9792,8.5713,33.4372,2.5269,0.0583,0.0643
4176.8268,8.5737,32.3799,2.515,0.0617,0.0681
4176.6744,8.5984,30.338,2.5062,0.061,0.0667
4176.522,8.5971,30.0462,2.5085,0.0632,0.0689
4176.3696,8.5978,28.2376,2.5193,0.0592,0.0649
4176.2172,8.5974,30.0827,2.5046,0.0584,0.0639
4176.0648,8.5983,29.2207,2.4929,0.061,0.0667
4175.9124,8.5956,28.0539,2.4827,0.0679,0.0742
4175.76,8.5781,27.4941,2.5011,0.0721,0.0786
4175.6076,8.5755,27.1892,2.5102,0.0744,0.081
4175.4552,8.5648,28.3561,2.5259,0.0708,0.0779
4175.3028,8.5641,28.9761,2.5165,0.0704,0.0785
4175.1504,8.5644,30.7847,2.5113,0.0777,0.0858
4174.998,8.5635,30.8253,2.5096,0.077,0.0838
4174.8456,8.5646,29.5873,2.5227,0.0711,0.0784
4174.6932,8.5751,27.2518,2.5222,0.0649,0.0718
4174.5408,8.5942,27.6124,2.5308,0.0636,0.0697
4174.3884,8.6036,28.0536,2.5233,0.0632,0.0693
4174.236,8.6043,28.5223,2.5282,0.0586,0.0657
4174.0836,8.6031,27.4208,2.5185,0.0602,0.0664
4173.9312,8.6042,26.5457,2.5231,0.0633,0.0694
4173.7788,8.604,27.1875,2.5237,0.0661,0.0724
4173.6264,8.5905,26.6659,2.5228,0.0628,0.0688
4173.474,8.5649,26.356,2.5273,0.0585,0.0646
4173.3216,8.5644,26.0774,2.5383,0.058,0.0645
4173.1692,8.5631,27.2796,2.5398,0.0591,0.0653
4173.0168,8.5635,28.348,2.5389,0.0574,0.0628
4172.8644,8.5696,27.343,2.5323,0.0577,0.0631
4172.712,8.5899,28.296,2.521,0.0585,0.0638
4172.5596,8.6037,26.9424,2.5179,0.0622,0.0677
4172.4072,8.605,27.8176,2.5256,0.0624,0.0683
4172.2548,8.6039,28.0668,2.5246,0.0653,0.0721
4172.1024,8.6048,28.8479,2.524,0.0605,0.0672
4171.95,8.606,28.3119,2.5177,0.0599,0.0671
4171.7976,8.6073,26.2681,2.5145,0.063,0.0706
4171.6452,8.6043,26.0521,2.5053,0.0624,0.0707
4171.4928,8.624,27.2299,2.509,0.0657,0.0733
4171.3404,8.6366,27.9959,2.5086,0.0636,0.0723
4171.188,8.6382,27.2745,2.5149,0.0626,0.0712
4171.0356,8.6348,26.1077,2.51,0.065,0.0733
4170.8832,8.6326,24.9209,2.5059,0.069,0.0768
4170.7308,8.6227,26.1062,2.5081,0.0662,0.0736
4170.5784,8.5995,27.0811,2.5064,0.0655,0.0721
4170.426,8.5964,27.8024,2.5062,0.0613,0.0679
4170.2736,8.5978,28.6609,2.5099,0.0608,0.0671
4170.1212,8.5965,27.1609,2.5098,0.064,0.0698
4169.9688,8.5979,26.4378,2.5148,0.0632,0.0694
4169.8164,8.6166,25.2621,2.5108,0.0641,0.0704
4169.664,8.6378,25.8456,2.5188,0.0637,0.0699
4169.5116,8.6365,27.1698,2.5109,0.0682,0.0749
4169.3592,8.6377,25.8753,2.5175,0.0669,0.0741
4169.2068,8.6187,24.2963,2.5099,0.0688,0.0759
4169.0544,8.6043,23.6351,2.5192,0.0687,0.0757
4168.902,8.6189,23.2959,2.5137,0.0706,0.0776
4168.7496,8.6323,24.661,2.503,0.0656,0.0718
4168.5972,8.6311,23.9981,2.4834,0.0605,0.0673
4168.4448,8.6312,24.8148,2.4611,0.0611,0.0678
4168.2924,8.6249,27.9406,2.4556,0.0651,0.0731
4168.14,8.634,40.0246,2.4694,0.0793,0.0876
4167.9876,8.6568,47.8534,2.5013,0.0933,0.103
4167.8352,8.6637,46.498,2.5412,0.1126,0.1227
4167.6828,8.7034,33.4878,2.5433,0.1055,0.1165
4167.5304,8.8251,24.4922,2.5237,0.086,0.0963
4167.378,8.8951,22.4814,2.516,0.0616,0.0719
4167.2256,8.9616,25.2162,2.4912,0.0522,0.0603
4167.0732,8.7192,27.7744,2.4889,0.0531,0.0595
4166.9208,8.6296,27.2935,2.4875,0.0588,0.0652
4166.7684,8.6268,24.2244,2.4934,0.0611,0.0671
4166.616,9.1689,23.1811,2.4852,0.0641,0.0697
4166.4636,9.9948,27.9524,2.4777,0.0619,0.0677
4166.3112,10.2002,35.7067,2.4746,0.0646,0.0703
4166.1588,9.9553,37.7116,2.4878,0.072,0.078
4166.0064,8.9706,34.7437,2.5162,0.0831,0.0902
4165.854,8.6502,29.3001,2.517,0.0884,0.096
4165.7016,8.6286,26.1143,2.5302,0.0832,0.0909
4165.5492,8.6461,24.4312,2.5235,0.0785,0.0869
4165.3968,8.8125,24.3765,2.5482,0.0725,0.0808
4165.2444,8.9478,26.1973,2.5731,0.0696,0.0765
4165.092,8.9469,27.5629,2.5993,0.0667,0.074
4164.9396,9.1738,26.7571,2.6035,0.0638,0.0716
4164.7872,9.211,26.2212,2.6245,0.0651,0.0724
4164.6348,9.1959,25.5768,2.6178,0.0632,0.07
4164.4824,9.1319,26.5311,2.5782,0.0619,0.0692
4164.33,9.0715,25.4867,2.542,0.0563,0.0627
4164.1776,8.8755,26.208,2.5377,0.059,0.0649
4164.0252,8.6278,25.6457,2.5238,0.0598,0.0658
4163.8728,8.5568,26.2022,2.4997,0.0616,0.0674
4163.7204,8.5453,24.5792,2.5123,0.0658,0.072
4163.568,8.6186,23.9994,2.5097,0.0686,0.0751
4163.4156,8.6924,24.6186,2.5056,0.0628,0.0695
4163.2632,8.6963,24.0175,2.4811,0.0581,0.0647
4163.1108,8.7027,23.6657,2.4727,0.059,0.0662
4162.9584,8.7646,22.4806,2.4615,0.0607,0.0673
4162.806,9.0155,23.803,2.4711,0.0608,0.0672
4162.6536,8.946,24.7146,2.46,0.0668,0.0732
4162.5012,8.8088,28.8639,2.4464,0.0694,0.0765
4162.3488,8.9947,34.4542,2.4638,0.0686,0.0758
4162.1964,8.9149,36.168,2.5142,0.0737,0.0817
4162.044,8.722,33.7112,2.5311,0.0832,0.0923
4161.8916,8.5572,29.0951,2.5133,0.0889,0.0988
4161.7392,8.466,31.1954,2.4899,0.085,0.0945
4161.5868,8.4719,41.8897,2.4794,0.0792,0.0889
4161.4344,8.512,50.3529,2.3729,0.0785,0.0882
4161.282,8.6718,49.6382,2.3283,0.0907,0.1003
4161.1296,8.7534,39.9929,2.3427,0.109,0.1176
4160.9772,8.6833,33.6813,2.4219,0.1096,0.1177
4160.8248,8.66,33.8709,2.4464,0.0964,0.1039
4160.6724,8.5863,33.3063,2.453,0.0796,0.0863
4160.52,8.661,30.3379,2.4605,0.075,0.0809
4160.3676,8.7752,26.4873,2.474,0.0706,0.0763
4160.2152,8.7238,23.7452,2.4758,0.0723,0.0785
4160.0628,8.8081,22.566,2.4916,0.0666,0.0731
4159.9104,8.8221,22.0118,2.5067,0.0633,0.0713
4159.758,8.8857,21.8631,2.5299,0.0638,0.0717
4159.6056,9.1143,21.6226,2.5491,0.0634,0.0709
4159.4532,9.4802,22.2352,2.5323,0.0597,0.067
4159.3008,9.4528,23.8425,2.5502,0.0578,0.0654
4159.1484,9.347,25.4655,2.5275,0.0605,0.0672
4158.996,9.3338,25.6405,2.497,0.058,0.0649
4158.8436,9.1654,25.6988,2.4939,0.0603,0.0668
4158.6912,8.8008,25.2781,2.5159,0.0553,0.0611
4158.5388,8.6232,25.0483,2.5165,0.058,0.0634
4158.3864,8.5588,25.5584,2.5056,0.0589,0.0643
4158.234,8.558,26.0392,2.5029,0.0651,0.0702
4158.0816,8.5587,25.1958,2.5012,0.0613,0.067
4157.9292,8.5575,24.219,2.5136,0.0647,0.0707
4157.7768,8.5581,23.0271,2.5286,0.0643,0.0706
4157.6244,8.5585,23.2252,2.5298,0.0597,0.066
4157.472,8.5587,22.1485,2.5263,0.0579,0.064
4157.3196,8.5578,21.7775,2.5288,0.0577,0.0633
4157.1672,8.5598,21.4311,2.5193,0.0608,0.0668
4157.0148,8.6445,21.7569,2.5004,0.0602,0.0669
4156.8624,8.8756,22.9591,2.4678,0.0635,0.07
4156.71,8.8851,23.2878,2.4535,0.0646,0.0711
4156.5576,8.8442,24.0387,2.4497,0.0676,0.0739
4156.4052,8.9265,21.8023,2.445,0.0684,0.0743
4156.2528,9.0393,22.4034,2.4471,0.0665,0.0719
4156.1004,9.078,22.9868,2.4445,0.0611,0.0663
4155.948,9.0164,26.0047,2.4463,0.0585,0.064
4155.7956,8.9346,26.8365,2.4884,0.0537,0.059
4155.6432,8.6849,25.9501,2.5253,0.0534,0.0586
4155.4908,9.0162,23.3052,2.5376,0.0565,0.062
4155.3384,9.4366,21.1315,2.5327,0.066,0.0723
4155.186,9.3923,21.0792,2.5584,0.069,0.075
4155.0336,9.2711,22.3397,2.5366,0.0623,0.0692
4154.8812,9.0866,22.5481,2.5151,0.0567,0.0643
4154.7288,9.346,22.1273,2.507,0.0588,0.0658
4154.5764,9.1626,21.1673,2.5255,0.0608,0.0681
4154.424,9.124,20.8131,2.4987,0.0614,0.0697
4154.2716,9.4361,20.1344,2.4554,0.0612,0.0696
4154.1192,9.532,19.7738,2.4203,0.0559,0.0642
4153.9668,9.4025,20.9609,2.4491,0.0551,0.0637
4153.8144,9.0426,23.2909,2.4829,0.0566,0.0643
4153.662,9.0257,24.8449,2.4691,0.0619,0.0693
4153.5096,9.1681,24.692,2.4578,0.066,0.0735
4153.3572,9.036,23.4085,2.493,0.0731,0.081
4153.2048,8.9004,22.8162,2.4872,0.0761,0.0841
4153.0524,9.4458,23.45,2.4635,0.0786,0.0869
4152.9,9.766,23.8073,2.4419,0.0742,0.0822
4152.7476,9.8928,27.0214,2.4567,0.0739,0.0813
4152.5952,9.7987,31.3493,2.4707,0.0764,0.084
4152.4428,9.3937,32.0421,2.4561,0.0843,0.0917
4152.2904,9.7343,26.9116,2.3868,0.0794,0.0864
4152.138,11.0389,21.4399,2.3966,0.0666,0.0739
4151.9856,11.3767,20.0397,2.4068,0.0622,0.0689
4151.8332,11.2727,20.3331,2.3239,0.0604,0.0665
4151.6808,11.1196,21.3567,2.2007,0.0632,0.0691
4151.5284,10.8568,21.1343,2.1632,0.0653,0.0719
4151.376,10.482,22.314,2.2606,0.0722,0.0799
4151.2236,10.59,23.3077,2.3127,0.0845,0.0937
4151.0712,10.1634,32.1648,2.3756,0.0879,0.097
4150.9188,10.518,51.603,2.3668,0.0802,0.0897
4150.7664,10.4065,89.5219,2.4065,0.0693,0.0778
4150.614,10.304,129.3699,2.3297,0.068,0.0759
4150.4616,9.979,159.6248,2.2629,0.0871,0.0954
4150.3092,9.8198,174.1521,2.3472,0.1078,0.1163
4150.1568,8.7155,179.2703,2.503,0.1228,0.1317
4150.0044,8.4516,177.8082,2.7143,0.1133,0.1257
4149.852,8.4525,171.3397,2.738,0.1172,0.1299
4149.6996,8.4523,165.1239,2.7174,0.1196,0.1299
4149.5472,8.4523,160.8101,2.7346,0.1234,0.1331
4149.3948,8.4514,158.7023,2.7957,0.1138,0.1246
4149.2424,8.4504,156.6494,2.8286,0.1158,0.1268
4149.09,8.4411,159.9165,2.7903,0.1086,0.121
4148.9376,8.4417,158.0496,2.7383,0.1093,0.123
4148.7852,8.4457,155.4383,2.727,0.1051,0.1182
4148.6328,8.4482,153.338,2.7227,0.1012,0.1136
4148.4804,8.451,156.153,2.7207,0.0922,0.1028
4148.328,8.4501,167.7659,2.7235,0.0899,0.1012
4148.1756,8.4511,177.046,2.7332,0.099,0.1109
4148.0232,8.4528,181.667,2.766,0.1177,0.1292
4147.8708,8.452,184.6609,2.7577,0.1355,0.1467
4147.7184,8.4502,185.7074,2.7408,0.1389,0.1533
4147.566,8.4521,189.5899,2.7206,0.1438,0.1577
4147.4136,8.452,186.6374,2.7066,0.1467,0.1589
4147.2612,8.4521,180.278,2.7401,0.1544,0.1663
4147.1088,8.4494,169.4228,2.7685,0.1492,0.1616
4146.9564,8.4499,161.4468,2.785,0.1384,0.1497
4146.804,8.4524,159.011,2.7365,0.1273,0.1396
4146.6516,8.4474,164.3608,2.711,0.1229,0.1359
4146.4992,8.4496,165.0104,2.7003,0.1246,0.1366
4146.3468,8.4496,167.4674,2.7339,0.1305,0.1415
4146.1944,8.4524,170.2891,2.7605,0.1348,0.1469
4146.042,8.4526,171.4312,2.7765,0.1287,0.1399
4145.8896,8.4524,174.5021,2.7356,0.1249,0.1371
4145.7372,8.4515,167.9536,2.7767,0.1368,0.1484
4145.5848,8.4528,161.2348,2.7979,0.138,0.1485
4145.4324,8.4516,154.3431,2.8007,0.1254,0.1355
4145.28,8.4517,156.0018,2.7353,0.1112,0.1223
4145.1276,8.4526,161.5785,2.7365,0.1154,0.1255
4144.9752,8.4534,159.8938,2.7472,0.1245,0.1343
4144.8228,8.4517,159.8246,2.754,0.1178,0.1292
4144.6704,8.4532,163.007,2.7711,0.125,0.1373
4144.518,8.4522,163.944,2.785,0.1315,0.1451
4144.3656,8.4527,167.5241,2.7588,0.1275,0.142
4144.2132,8.4516,166.9715,2.722,0.1174,0.1328
4144.0608,8.4471,172.6782,2.6954,0.1183,0.136
4143.9084,8.4251,172.3288,2.6888,0.1364,0.1518
4143.756,8.4226,169.966,2.6865,0.1459,0.1601
4143.6036,8.4307,169.6815,2.6924,0.1357,0.1528
4143.4512,8.4382,161.0144,2.7045,0.1284,0.1482
4143.2988,8.4403,157.2804,2.7319,0.1378,0.1557
4143.1464,8.4402,150.5127,2.7323,0.1481,0.1635
4142.994,8.4404,146.4102,2.7285,0.1228,0.1365
4142.8416,8.457,139.5513,2.7437,0.1092,0.1229
4142.6892,8.46,141.4164,2.75,0.1179,0.1296
4142.5368,8.4585,149.103,2.7492,0.1542,0.1628
4142.3844,8.4593,160.631,2.7867,0.1704,0.1784
4142.232,8.4527,157.7741,2.8096,0.1676,0.1789
4142.0796,8.4487,130.922,2.7049,0.1626,0.1746
4141.9272,8.5612,90.1389,2.5824,0.1706,0.18
4141.7748,10.0075,53.3831,2.4238,0.1209,0.1286
4141.6224,10.6709,40.9456,2.3159,0.0698,0.0784
4141.47,10.7817,53.5137,2.279,0.0472,0.0557
4141.3176,10.7332,86.6595,2.2924,0.06,0.0682
4141.1652,10.4953,125.9717,2.2369,0.0964,0.1034
4141.0128,9.665,145.2904,2.3064,0.1148,0.1238
4140.8604,8.9469,146.2749,2.3295,0.1282,0.139
4140.708,8.6437,122.3174,2.2555,0.1074,0.1217
4140.5556,9.6281,92.3559,2.1087,0.0921,0.1081
4140.4032,9.6971,58.8673,2.1028,0.0776,0.0954
4140.2508,9.5843,43.7531,2.0533,0.0785,0.0929
4140.0984,10.0062,51.1964,2.1126,0.0624,0.0775
4139.946,13.9067,63.988,2.1064,0.0549,0.0746
4139.7936,13.6625,75.2287,2.2412,0.0704,0.0934
4139.6412,12.9358,66.4293,2.2173,0.1138,0.1355
4139.4888,12.873,51.5957,2.2616,0.1198,0.1443
4139.3364,13.2857,43.159,2.3167,0.0868,0.1223
4139.184,12.6573,58.9256,2.4144,0.0821,0.1198
4139.0316,12.3761,65.216,2.3667,0.1225,0.1498
4138.8792,12.3315,62.4722,2.2578,0.1256,0.1471
4138.7268,11.7328,44.8828,2.2413,0.1037,0.1235
4138.5744,10.3259,39.7405,2.2948,0.0752,0.0939
4138.422,9.8786,41.8444,2.4394,0.0773,0.0912
4138.2696,9.9689,48.4759,2.5339,0.084,0.0955
4138.1172,9.9474,50.4784,2.5497,0.0946,0.1056
4137.9648,10.1956,50.0682,2.5032,0.092,0.1041
4137.8124,10.3555,45.6801,2.5087,0.0801,0.0945
4137.66,9.99,44.8633,2.5238,0.0806,0.0944
4137.5076,9.8255,40.1303,2.5295,0.0732,0.087
4137.3552,9.5582,37.8228,2.5505,0.0695,0.0816
4137.2028,9.5393,49.5788,2.5563,0.0722,0.0845
4137.0504,9.8668,55.5636,2.4883,0.0932,0.1057
4136.898,9.8919,53.7835,2.4083,0.1207,0.1319
4136.7456,9.7163,38.5853,2.3544,0.1157,0.1266
4136.5932,9.3783,31.2077,2.3824,0.1041,0.1157
4136.4408,9.2337,29.2841,2.4432,0.0841,0.096
4136.2884,9.4962,29.4592,2.4939,0.0789,0.0889
4136.136,9.0052,29.2404,2.5062,0.0748,0.0838
4135.9836,9.0599,28.9767,2.5086,0.0753,0.0833
4135.8312,9.2745,30.3623,2.4987,0.0715,0.0793
4135.6788,9.0793,31.5269,2.4991,0.0725,0.081
4135.5264,9.1681,36.5394,2.5097,0.0743,0.0828
4135.374,9.4259,42.0965,2.5158,0.081,0.0898
4135.2216,9.1886,44.2004,2.5301,0.0807,0.0906
4135.0692,8.8787,41.9639,2.5339,0.0891,0.0993
4134.9168,8.8391,35.6046,2.5586,0.0923,0.1034
4134.7644,8.8732,35.6215,2.6067,0.0929,0.1058
