Four_RT,Two_RT,One_RT,Four_RX,Two_RX,One_RX,DTCO,DTSH
0.74968,0.74929,0.75026,0.77009,0.77019,0.77616,65.4038,104.2851
0.74935,0.74812,0.74683,0.76958,0.76891,0.77286,65.5051,104.4152
0.74913,0.74701,0.74262,0.76918,0.7677,0.7683,65.7628,104.4089
0.74904,0.74611,0.73852,0.76893,0.76672,0.76345,65.7671,105.6128
0.74908,0.74556,0.73539,0.76886,0.76612,0.75939,66.3781,106.7504
0.74927,0.74549,0.73391,0.769,0.76604,0.757,66.2724,108.5217
0.74959,0.74596,0.73442,0.76936,0.76655,0.75681,66.3292,108.7493
0.75004,0.74697,0.73685,0.76992,0.76765,0.75892,66.3799,108.4158
0.75059,0.74844,0.74078,0.77065,0.76925,0.76299,66.2279,108.501
0.75122,0.75025,0.74556,0.77151,0.77119,0.76835,65.9634,108.4119
0.75189,0.75221,0.75048,0.77243,0.77327,0.77413,65.2011,107.3693
0.75257,0.75413,0.75485,0.77335,0.77525,0.77939,65.02,106.2764
0.75321,0.75585,0.75815,0.77418,0.77694,0.78333,64.4278,104.1957
0.75381,0.75725,0.76015,0.77488,0.77818,0.78546,64.4498,103.7368
0.75432,0.75826,0.76088,0.77537,0.77891,0.78567,64.7325,103.207
0.75474,0.75888,0.76061,0.77564,0.77911,0.7842,65.1831,103.1059
0.75505,0.75915,0.75973,0.77564,0.77885,0.78158,65.7251,102.9862
0.75527,0.75913,0.7587,0.7754,0.77823,0.77849,66.2456,104.3189
0.75537,0.75891,0.75793,0.77491,0.77736,0.77554,66.725,106.7706
0.75539,0.75854,0.75768,0.77421,0.77634,0.7732,66.9481,108.0399
0.7553,0.75807,0.758,0.77333,0.77525,0.7717,67.4248,109.5355
0.75514,0.7575,0.75873,0.77232,0.77412,0.77098,66.903,109.801
0.7549,0.75682,0.75954,0.77121,0.77297,0.77077,66.3887,109.7795
0.7546,0.75603,0.75997,0.77006,0.77178,0.77067,65.6463,108.7762
0.75426,0.75509,0.75964,0.76892,0.77053,0.77025,65.2008,107.3076
0.7539,0.75402,0.75827,0.76782,0.76923,0.76923,65.4782,106.4072
0.75354,0.75284,0.75589,0.76683,0.7679,0.7675,65.7371,106.997
0.75323,0.75162,0.7527,0.766,0.7666,0.76519,65.9853,107.0795
0.75299,0.75045,0.74909,0.76536,0.76542,0.7626,66.1415,107.4009
0.75285,0.74943,0.7455,0.76496,0.76447,0.76009,66.3719,107.4717
0.75284,0.74868,0.74239,0.76483,0.76387,0.75803,66.3134,108.2153
0.75298,0.74831,0.74014,0.76501,0.76373,0.75669,66.1592,108.3987
0.75327,0.7484,0.73906,0.76549,0.76412,0.75631,66.0254,109.0328
0.75372,0.74897,0.73937,0.76626,0.76509,0.75704,65.9926,108.7957
0.75431,0.75002,0.74113,0.7673,0.76661,0.75897,66.1398,108.8056
0.755,0.75148,0.74425,0.76856,0.7686,0.76209,66.3568,109.3058
0.75577,0.75321,0.74844,0.76998,0.77094,0.76624,66.2578,108.0458
0.75657,0.75507,0.75324,0.77149,0.77345,0.7711,66.6016,107.9356
0.75736,0.75687,0.75807,0.77301,0.77595,0.7762,66.5932,107.3963
0.75809,0.75843,0.7623,0.77448,0.77823,0.78097,66.4734,107.6488
0.75872,0.75958,0.76537,0.77583,0.78013,0.78482,66.3521,106.9005
0.75923,0.76024,0.7669,0.77702,0.78151,0.7873,66.2965,106.9118
0.75961,0.76035,0.76672,0.77803,0.78234,0.78817,66.2704,107.2052
0.75986,0.75996,0.76495,0.77886,0.78263,0.78744,66.015,107.1789
0.76,0.75917,0.76195,0.77953,0.78247,0.78539,65.9714,106.7378
0.76006,0.75813,0.75828,0.78008,0.78202,0.78249,65.8941,106.8704
0.76006,0.75702,0.75453,0.78056,0.78147,0.77933,64.7877,106.9437
0.76006,0.75603,0.75129,0.78104,0.78101,0.77652,64.1878,106.7645
0.76008,0.75534,0.74902,0.78157,0.78082,0.77458,64.6819,107.0387
0.76016,0.75506,0.74802,0.78219,0.78103,0.77388,64.1821,106.1408
0.76032,0.75527,0.74841,0.78294,0.78172,0.77459,63.9357,105.4808
0.76057,0.75597,0.75011,0.78383,0.78289,0.77665,63.2725,107.6454
0.76089,0.75711,0.75288,0.78486,0.78449,0.77981,63.9491,107.0481
0.76129,0.75861,0.75637,0.786,0.78641,0.78367,64.5666,108.256
0.76173,0.76032,0.76013,0.7872,0.7885,0.78778,65.3963,113.1766
0.76218,0.76209,0.76373,0.78841,0.7906,0.79167,66.5163,118.0417
0.76261,0.76378,0.76678,0.78957,0.79255,0.79496,66.5296,126.2994
